ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
1177	Jarawara	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96.0	96	COATI			
1571	Kulina	COATI (COATIMUNDI)	jotomi	jotomi	j o t̪ o m i	j o t̪ o m i	96.0	96	COATI			
5168	Sorowaha	COATI (COATIMUNDI)	baɾihini	baɾihini	b a ɾ i h i n i	b a ɾ i h i n i	556.0	549	COATI			
11773	Paumari	COATI (COATIMUNDI)	kabi	kabi	k a b i	k a b i - -	1358.0	1321	COATI			
218	Banawa	CHIN	anade	anade	a n a d e	- a n a d e	100.0	100	CHIN			
552	Deni	CHIN	anada	anada	a n a d a	- a n a d a	100.0	100	CHIN			
826	Jamamadi	CHIN	anade	anade	a n a d e	- a n a d e	100.0	100	CHIN			
1179	Jarawara	CHIN	anate	anate	a n a t e	- a n a t e	100.0	100	CHIN			
1574	Kulina	CHIN	anada	anada	a n a d a	- a n a d a	100.0	100	CHIN			
1795	Paumari	CHIN	kanada	kanada	k a n a ɗ a	k a n a ɗ a	100.0	100	CHIN			
10094	Sorowaha	CHIN	zaɾadɨ	zaɾadɨ	z a ɾ a d ɨ	z a ɾ a d ɨ	724.0	672	CHIN			
222	Banawa	MAIZE	kimi	kimi	k i m i	k i m i	105.0	105	MAIZE			Possibly of Arawak origin
557	Deni	MAIZE	kimi	kimi	k i m i	k i m i	105.0	105	MAIZE			Possibly of Arawak origin
830	Jamamadi	MAIZE	kimi	kimi	k i m i	k i m i	105.0	105	MAIZE			Possibly of Arawak origin
1183	Jarawara	MAIZE	kimi	kimi	k i m i	k i m i	105.0	105	MAIZE			Possibly of Arawak origin
1954	Sorowaha	MAIZE	kimi	kimi	k i m i	k i m i	105.0	105	MAIZE			Possibly of Arawak origin
12107	Paumari_1833	MAIZE	ʃarua	ʃarua	ʃ a r ua	- - k i h ua t - -	266.0	266	MAIZE			
12108	Paumari	MAIZE	dʒaroa	dʒaroa	dʒ a r oa	dʒ a r oa	1501.0	1482	MAIZE			
12111	Kulina	MAIZE	tapa	tapa	t a p a	t a p a	1502.0	1483	MAIZE			
225	Banawa	FIRST	dai	dai	d a i	d a i	368.0	688	?			go first
562	Deni	FIRST	tatide	tatide	t a t i d e	t a t i d e	563.0	552	FIRST			
834	Jamamadi	FIRST	dai	dai	d a i	d a i	368.0	688	?			go first
1188	Jarawara	FIRST	tai	tai	t a i	t a i	368.0	688	?			go first
1580	Kulina	FIRST	taʔidɛ	taʔidɛ	t a ʔ i d ɛ	t a ʔ i d ɛ	563.0	552	FIRST			
10110	Sorowaha	FIRST	kataawɨ	kataawɨ	k a t aː w ɨ	k a t aː w ɨ	733.0	687	FIRST			
12872	Paumari	FIRST	nanava	nanava	n a n a v a	n a n a v a	1893.0	1873	FIRST			
232	Banawa	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
568	Deni	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
839	Jamamadi	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
1196	Jarawara	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
1585	Kulina	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
1805	Paumari	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
1960	Sorowaha	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686.0	686	MOTHER'S.BROTHER		YES	Of Arawak origin
239	Banawa	SUCK	komi	komi	k o m i	k o m i	378.0	683	SUCK			
617	Deni	SUCK	soso	soso	s o s o	s o s o	165.0	165	SUCK			
844	Jamamadi	SUCK	komi	komi	k o m i	k o m i	378.0	683	SUCK			
1203	Jarawara	SUCK	komi	komi	k o m i	k o m i	378.0	683	SUCK			
1499	Kulina	SUCK	tomi / hitsi	tomi	t̪ o m i	t̪ o m i	378.0	683	SUCK			
1500	Kulina	SUCK	tomi / hitsi	hitsi	h i ts i	h i ts i	566.0	544	SUCK			
1829	Paumari	SUCK	soso	soso	s o s o	s o s o	165.0	165	SUCK			
11678	Sorowaha	SUCK	husuru kamɨza	husuru kamɨza	h u s u r u + k a m ɨː z a	h u s u r u + k a m ɨː z a	378.0	1210 683	? SUCK			
245	Banawa	WEAVE	kowa	kowa	k o w a	k o w a	119.0	119	WEAVE			
581	Deni	WEAVE	kowa	kowa	k o w a	k o w a	119.0	119	WEAVE			
852	Jamamadi	WEAVE	kowa	kowa	k o w a	k o w a	119.0	119	WEAVE			
1211	Jarawara	WEAVE	kowa	kowa	k o w a	k o w a	119.0	119	WEAVE			
1595	Kulina	WEAVE	kowa	kowa	k o w a	k o w a	119.0	119	WEAVE			
1967	Sorowaha	WEAVE	owa	owa	o w a	- o w a	119.0	119	WEAVE			
10960	Paumari	WEAVE	raba	raba	r a b a	r a b a	1052.0	1008	WEAVE			
246	Banawa	WHISTLE	kowa	kowa	k o w a	k o w - - a	121.0	121	WHISTLE			
853	Jamamadi	WHISTLE	kowa	kowa	k o w a	k o w - - a	121.0	121	WHISTLE			
1213	Jarawara	WHISTLE	kowa	kowa	k o w a	k o w - - a	121.0	121	WHISTLE			
1969	Sorowaha	WHISTLE	kowika	kowika	k o w i k a	k o w i k a	121.0	121	WHISTLE			
11963	Kulina	WHISTLE	hoho	hoho	h o h o	h o h o	1458.0	1441	WHISTLE			
12194	Deni	WHISTLE	bunu kie / bunu kʰukʰu / bunu hu	bunu kie	b u n u + k ie	b u n u + k ie	1537.0	1516 1745	BEAK ?			
12195	Deni	WHISTLE	bunu kie / bunu kʰukʰu / bunu hu	bunu kʰukʰu	b u n u + kʰ u kʰ u	b u n u + kʰ u kʰ u	1537.0	1516 1744	BEAK ?			
12196	Deni	WHISTLE	bunu kie / bunu kʰukʰu / bunu hu	bunu hu	b u n u + h u	b u n u + h u	1537.0	1516 1517	BEAK ?			Whistle with closed hands
12197	Paumari	WHISTLE	foofoo / itʰo / fiofio	fofo	f oː f oː	f oː f oː	1458.0	1441	WHISTLE			Whistle with closed hands
12198	Paumari	WHISTLE	foofoo / itʰo / fiofio	fiofio	f io f io	f io f io	1458.0	1441	WHISTLE			
12199	Paumari	WHISTLE	foofoo / itʰo / fiofio	itʰo	i tʰ o	i tʰ o	1538.0	1518	WHISTLE			
253	Banawa	ODOR (SMELL)	mai	mai	m a i	m a i	129.0	129	SMELL			mai/mao
593	Deni	ODOR (SMELL)	hitsʰi / vad / maho	maho	m a h o	m a h o - -	129.0	129	SMELL			
861	Jamamadi	ODOR (SMELL)	mahi	mahi	m a h i	m a h o - -	129.0	129	SMELL			mahi/maho
1223	Jarawara	ODOR (SMELL)	mahi	mahi	m a h i	m a h o - -	129.0	129	SMELL			mahi/maho
1602	Kulina	ODOR (SMELL)	hitsʰi / maho	maho	m a h o	m a h o - -	129.0	129	SMELL			
1812	Paumari	ODOR (SMELL)	mahora	mahora	m a h o r a	m a h o r a	129.0	129	SMELL			
1972	Sorowaha	ODOR (SMELL)	hisina / mahi	mahi	m a h i	m a h o - -	129.0	129	SMELL			
254	Banawa	BAT	mesebiri	mesebiri	m e s e + b i r i	m e s e + b i r i	130.0	130 220	BAT SMALL			
862	Jamamadi	BAT	masi	masi	m a s i	m a s i - - - - -	130.0	130	BAT			
1224	Jarawara	BAT	masebiri	masebiri	m a s e + b i r i	m a s e + b i r i	130.0	130 220	BAT SMALL			
1813	Paumari	BAT	masi	masi	m a s i	m a s i - - - - -	130.0	130	BAT			
11671	Sorowaha	BAT	kukuwi	kukuwi	k u k u w i	k u k u w i	1313.0	1207	BAT			
11948	Deni	BAT	muri	muri	m u r i	m u r i	868.0	826	BAT			
11949	Kulina	BAT	mori	mori	m o r i	m o r i	868.0	826	BAT			
255	Banawa	BUTTOCKS	mate	mate	m a t e	m a t e	133.0	133	BUTTOCKS			mate/mete
547	Deni	BUTTOCKS	joto / mata	joto	j o t o	j o t o	95.0	95	BUTTOCKS			
595	Deni	BUTTOCKS	joto / mata	mata	m a t a	m a t a	133.0	133	BUTTOCKS			
863	Jamamadi	BUTTOCKS	mate	mate	m a t e	m a t e	133.0	133	BUTTOCKS			mate/mete
1225	Jarawara	BUTTOCKS	mate	mate	m a t e	m a t e	133.0	133	BUTTOCKS			mate/mete
1570	Kulina	BUTTOCKS	joto / mata	joto	j o t̪ o	j o t̪ o	95.0	95	BUTTOCKS			
1604	Kulina	BUTTOCKS	joto / mata	mata	m a t̪ a	m a t̪ a	133.0	133	BUTTOCKS			
1791	Paumari	BUTTOCKS	joʔo	joʔo	dʒ o ʔ o	dʒ o ʔ o	95.0	95	BUTTOCKS			
1974	Sorowaha	BUTTOCKS	mate	mate	m a t e	m a t e	133.0	133	BUTTOCKS			
257	Banawa	FLOWER	mowe	mowe	m o w e	m o w e	136.0	136	FLOWER			
866	Jamamadi	FLOWER	mowe	mowe	m o w e	m o w e	136.0	136	FLOWER			
965	Jarawara	FLOWER	mowe	mowe	m o w e	m o w e	136.0	136	FLOWER			
1325	Kulina	FLOWER	mowɛ	mowɛ	m o w ɛ	m o w ɛ	136.0	136	FLOWER			
1816	Paumari	FLOWER	moβa	moβa	m o β a	m o β a	136.0	136	FLOWER			
1976	Sorowaha	FLOWER	mawa	mawa	m a w a	m a w a	136.0	136	FLOWER			
10219	Deni	FLOWER	karabuni	karabuni	k a r a b u n i	k a r a b u n i	797.0	755	FLOWER			
258	Banawa	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137.0	137	NIGHT.MONKEY			
597	Deni	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137.0	137	NIGHT.MONKEY			
1607	Kulina	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137.0	137	NIGHT.MONKEY			
11017	Jarawara	NIGHT MONKEY	meri	meri	m e r i	m e r i	1061.0	1018	NIGHT.MONKEY			
11018	Jamamadi	NIGHT MONKEY	momowi	momowi	m o m o w i	m o m o w i	137.0	137	NIGHT.MONKEY			
11019	Sorowaha	NIGHT MONKEY	idʒamiri	idʒamiri	i dʒ a m i r i	i dʒ a m i r i	1062.0	1019	NIGHT.MONKEY			
11668	Paumari	NIGHT MONKEY	katanari	katanari	k a t a n a r i	k a t a n a r i	1311.0	907	NIGHT.MONKEY			
260	Banawa	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138.0	138	BIG			
308	Deni	BIG	putahari / napi	putahari	p u t a h a r i	p u t a h a r i	390.0	370	BIG			
599	Deni	BIG	putahari / napi	napi	n a p i	n a p i	138.0	138	BIG			
868	Jamamadi	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138.0	138	BIG			
1230	Jarawara	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138.0	138	BIG			
1287	Kulina	BIG	imɛi / napi	imɛi	i m ɛ i	i m ɛ i	391.0	371	BIG			
1609	Kulina	BIG	imɛi / napi	napi	n a p i	n a p i	138.0	138	BIG			
1817	Paumari	BIG	naɓaha / karaho	naɓaha	n a ɓ a h a	n a ɓ a h a	138.0	138	BIG			
1977	Sorowaha	BIG	nahi	nahi	n a h i	n a - - h i	138.0	138	BIG			
10970	Paumari	BIG	naɓaha / karaho	karaho	k a r a h o	k a r a h o	1054.0	1011	BIG			
12746	Paumari	BIG	karaho	karaho	k a r a h o	k a r a h o	1835.0	1819	BIG			
261	Banawa	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140.0	140	UNDERSIED			
600	Deni	UNDERSIDE	bopa	bopa	b o p a	b o p a	140.0	140	UNDERSIED			
869	Jamamadi	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140.0	140	UNDERSIED			
1231	Jarawara	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140.0	140	UNDERSIED			
1818	Paumari	UNDERSIDE	naboʔani	naboʔani	n a b o ʔ a n i	n a b o ʔ a n i	140.0	140	UNDERSIED			
1978	Sorowaha	UNDERSIDE	boha	boha	b o h a	b o h a	140.0	140	UNDERSIED			
12294	Kulina	UNDERSIDE	dope	dope	d o p e	d o p e	1596.0	1577	UNDERSIDE			
262	Banawa	UPPER PART OF	neme	neme	n e m e	n e m e - -	141.0	141	UPPER.PART.OF			
601	Deni	UPPER PART OF	neme	neme	n e m e	n e m e - -	141.0	141	UPPER.PART.OF			
870	Jamamadi	UPPER PART OF	neme	neme	n e m e	n e m e - -	141.0	141	UPPER.PART.OF			
1232	Jarawara	UPPER PART OF	neme	neme	n e m e	n e m e - -	141.0	141	UPPER.PART.OF			
1610	Kulina	UPPER PART OF	mɛmɛ	mɛmɛ	m ɛ m ɛ	m ɛ m ɛ - -	141.0	141	UPPER.PART.OF			
1819	Paumari	UPPER PART OF	nama	nama	n a m a	n a m a - -	141.0	141	UPPER.PART.OF			
1979	Sorowaha	UPPER PART OF	namɨha	namɨha	n a m ɨ h a	n a m ɨ h a	141.0	141	UPPER.PART.OF			
263	Banawa	SQUEEZE	niki	niki	n i k i	n i k i	142.0	142	SQUEEZE			
602	Deni	SQUEEZE	niki	niki	n i k i	n i k i	142.0	142	SQUEEZE			
871	Jamamadi	SQUEEZE	niki	niki	n i k i	n i k i	142.0	142	SQUEEZE			
1233	Jarawara	SQUEEZE	niki	niki	n i k i	n i k i	142.0	142	SQUEEZE			
1497	Kulina	SQUEEZE	tsʰipo / niki	tsʰipo	tsʰ i p o	tsʰ i p o	567.0	555	SQUEEZE			
1611	Kulina	SQUEEZE	tsʰipo / niki	niki	n i k i	n i k i	142.0	142	SQUEEZE			
11664	Sorowaha	SQUEEZE	sarina / tazuka / butuna	sarina	s a r iː nʲ a	s a r iː nʲ a	1267.0	2052	SQUEEZE			
11665	Sorowaha	SQUEEZE	sarina / tazuka / butuna	tazuka	t a z u k a	t a z u k a	1308.0	373	SQUEEZE			
11666	Sorowaha	SQUEEZE	sarina / tazuka / butuna	butuna	b u t u n a	b u t u n a	1309.0	768	SQUEEZE			
11667	Paumari	SQUEEZE	rabai	rabai	r a ʔ b ai	r a ʔ b ai	1310.0	1205	SQUEEZE			
267	Banawa	PADDLE	ori	ori	o r i	o r i	148.0	148	PADDLE			
606	Deni	PADDLE	ori	ori	o r i	o r i	148.0	148	PADDLE			
874	Jamamadi	PADDLE	ori	ori	o r i	o r i	148.0	148	PADDLE			
1238	Jarawara	PADDLE	ori	ori	o r i	o r i	148.0	148	PADDLE			
1616	Kulina	PADDLE	oɾi	oɾi	o ɾ i	o ɾ i	148.0	148	PADDLE			
10968	Paumari	PADDLE	vanami	vanami	β a n a m i	β a n a m i	1032.0	987	PADDLE			
12137	Paumari_1833	PADDLE	vanamin	vanamin	v a n a m i n	v a n a m i n	1032.0	987	PADDLE			
270	Banawa	WIFE	ɸadi	fadi	ɸ o w a	ɸ o w a - -	154.0	154	WOMAN			(his) wife
610	Deni	WIFE	panadi	panadi	p a n a d i	p a n a d i	154.0	154	WOMAN			(his) wife
879	Jamamadi	WIFE	ɸadi	ɸadi	ɸ a d i	ɸ a - - d i	154.0	154	WOMAN			(his) wife
1242	Jarawara	WIFE	ɸati	ɸati	ɸ a t i	ɸ a - - t i	154.0	154	WOMAN			(his) wife
5020	Sorowaha	WIFE	hazawa	hazawa	h a z a w a	h a z a w a	612.0	595	WIFE			
11009	Paumari	WIFE	gamo	gamo	g a m o	g a m o	1049.0	911	WOMAN			
11901	Kulina	WIFE	amonehe	amonehe	a m o n e h e	a m o n e h e	1304.0	1006	WOMAN			
271	Banawa	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155.0	154	WOMAN			
504	Deni	WOMAN	amunehe / dzuvatu	amunehe	a m u n e h e	a m u n e h e	401.0	1006	WOMAN			
505	Deni	WOMAN	amunehe / dzuvatu	dzuvatu	dz u v a t u	dz u v a t u	402.0	380	WOMAN			
880	Jamamadi	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155.0	154	WOMAN			
1243	Jarawara	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155.0	154	WOMAN			
1527	Kulina	WOMAN	amonɛhɛ	amonɛhɛ	a m o n ɛ h ɛ	a m o n ɛ h ɛ	401.0	1006	WOMAN			
5063	Sorowaha	WOMAN	hadʒini	hadʒini	h a dʒ i n i	h a dʒ i n i	403.0	381	WOMAN			
10964	Paumari	WOMAN	anani	anani	a n a n i	a n a n i	1046.0	1000	WOMAN			
11011	Paumari	WOMAN	gamo	gamo	g a m o	g a m o	1045.0	911	WOMAN			
11815	Paumari	WOMAN	gamu	gamu	g a m u	g a m u	1045.0	911	WOMAN			
272	Banawa	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156.0	983	MANIOC			Cognate with the word for 'manioc' in Paiter (Tupi)
611	Deni	BITTER MANIOC	poʔo	poʔo	p o ʔ o	p o ʔ o	156.0	156	MANIOC			Cognate with the word for 'manioc' in Paiter (Tupi)
881	Jamamadi	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156.0	983	MANIOC			Cognate with the word for 'manioc' in Paiter (Tupi)
1244	Jarawara	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156.0	983	MANIOC			Cognate with the word for 'manioc' in Paiter (Tupi)
1619	Kulina	BITTER MANIOC	poʔo	poʔo	p o ʔ o	p o ʔ o	156.0	156	MANIOC			Cognate with the word for 'manioc' in Paiter (Tupi)
5179	Sorowaha	BITTER MANIOC	maama / kuɾukuɾu	kuɾukuɾu	k u ɾ u + k u ɾ u	k u ɾ u + k u ɾ u	1283.0	1283 1283	? ?			
5185	Sorowaha	BITTER MANIOC	maama / kuɾukuɾu	maama	m aː m a	m aː m a	1284.0	1061	MANIOC			
12748	Paumari	BITTER MANIOC	boda	boda	b o d a	b o d a	156.0	156	MANIOC			
277	Banawa	SHARPEN (SOMETHING)	seo	seo	s e o	s e - o	163.0	163	SHARPEN			
616	Deni	SHARPEN (SOMETHING)	jo	jo	j o	- - j o	163.0	163	SHARPEN			
887	Jamamadi	SHARPEN (SOMETHING)	seo	seo	s e o	s e - o	163.0	163	SHARPEN			
1249	Jarawara	SHARPEN (SOMETHING)	seo	seo	s e o	s e - o	163.0	163	SHARPEN			
1827	Paumari	SHARPEN (SOMETHING)	sajo	sajo	s a j o	s a j o	163.0	163	SHARPEN			"Also ""be sharp"""
10104	Sorowaha	SHARPEN (SOMETHING)	kazumaɾi	kazumaɾi	k a + z u m a ɾ i	k a + z u m a ɾ i	731.0	680 679	CAUSATIVE SHARPEN			
12279	Kulina	SHARPEN (SOMETHING)	kʰowe	kʰowe	kʰ o w e	kʰ o w e	1584.0	1566	SHARPEN			
282	Banawa	TOBACCO	sina	sina	s i n a	s i n a	169.0	169	TOBACCO			
622	Deni	TOBACCO	tsʰina	tsʰina	tsʰ i n a	tsʰ i n a	169.0	169	TOBACCO			
891	Jamamadi	TOBACCO	sina	sina	s i n a	s i n a	169.0	169	TOBACCO			
1254	Jarawara	TOBACCO	sina	sina	s i n a	s i n a	169.0	169	TOBACCO			
1627	Kulina	TOBACCO	tsʰina	tsʰina	tsʰ i n a	tsʰ i n a	169.0	169	TOBACCO			
5181	Sorowaha	TOBACCO	kumadi	kumadi	k u m a d i	k u m a d i	568.0	556	TOBACCO			
283	Banawa	AGOUTI	sinama	sinama	s i n a m a	s i n a m a	170.0	170	AGOUTI			
623	Deni	AGOUTI	tsʰinama	tsʰinama	tsʰ i n a m a	tsʰ i n a m a	170.0	170	AGOUTI			
892	Jamamadi	AGOUTI	sinama	sinama	s i n a m a	s i n a m a	170.0	170	AGOUTI			
1255	Jarawara	AGOUTI	sinama	sinama	s i n a m a	s i n a m a	170.0	170	AGOUTI			
1628	Kulina	AGOUTI	tsʰinama	tsʰinama	tsʰ i n a m a	tsʰ i n a m a	170.0	170	AGOUTI			
10159	Sorowaha	AGOUTI	inamɨ	inamɨ	i n a m ɨ	- i n a m ɨ	170.0	170	AGOUTI			
10160	Paumari	AGOUTI	dʒaoʔoro	dʒaoʔoro	dʒ ao ʔ o r o	dʒ ao ʔ o r o	762.0	725	AGOUTI			
297	Deni	BAD	hirade	hirade	h i r a d e	h i r a d e	324.0	324	BAD			
1273	Kulina	BAD	bitsʰa / waidiɾa /tabakʰoɾa	bitsʰa	b i tsʰ a	b i tsʰ a	357.0	286	BAD			
1274	Kulina	BAD	bitsʰa / waidiɾa /tabakʰoɾa	tabakʰoɾa	t̪ a b a kʰ o ɾ a	t̪ a b a kʰ o ɾ a	571.0	559	BAD			
7563	Kulina	BAD	bitsʰa / waidiɾa /tabakʰoɾa	waidiɾa	w ai d i ɾ a	w ai d i ɾ a	356.0	180	BAD			
10167	Paumari	BAD	dʒahariki	dʒahariki	dʒ a h a r i k i	dʒ a h a r i k i	766.0	729	BAD			
10168	Jarawara	BAD	hijara / towe	hijara	h i j a + r a	h i j a + r a	768.0	731 2048	BAD NEGATION			
10169	Jarawara	BAD	hijara / towe	towe	t o w e	t o w e	767.0	730	BAD			
11086	Banawa	BAD	erebo / siba	erebo	e r e b o	e r e b o	1094.0	1054	BAD			
11087	Banawa	BAD	erebo / siba	siba	s i b a	s i b a	1095.0	1055	BAD			
11417	Jamamadi	BAD	towe / amosara	towe	t o w e	t o w e	767.0	730	BAD			
11489	Jarawara	BAD	irabo	irabo	i r a b o	i r a b o	1094.0	1054	BAD			
13350	Jamamadi	BAD	towe / amosara	amosara	a m o s a r a	a m o s a r a	838.0	796	BAD			Evil, ugly, dirty
307	Deni	BELLY	dzaha / jehe	dzaha	dz a h a	dz a h a	287.0	287	BELLY			
369	Deni	BELLY	dzaha / jehe	jehe	j e h e	j e h e	1228.0	1228	ABDOMEN			
919	Jarawara	BELLY	nabati	nabati	n a b a t i	n a b a t i	388.0	366	BELLY			
1285	Kulina	BELLY	idzoni	idzoni	i dz o n i	i dz o n i	387.0	367	BELLY			
1677	Paumari	BELLY	jaha	jaha	dʒ a h a	dʒ a h a	1228.0	1228	ABDOMEN			
1842	Sorowaha	BELLY	makawɨ	makawɨ	m a k a w ɨ	m a k a - - w ɨ	386.0	285	HEART			
11399	Banawa	BELLY	nabadi	nabadi	n a b a d i	n a b a d i	388.0	366	BELLY			
11419	Jamamadi	BELLY	nabadi	nabadi	n a b a d i	n a b a d i	388.0	366	BELLY			
12157	Paumari_1833	BELLY	dawaua	dawaua	d a w au a	d a w au a	1228.0	1228	ABDOMEN			
312	Deni	BLACK	kiride	kiride	k i r i d e	k i r i d e	1288.0	1288	BLACK			
1289	Kulina	BLACK	tsowɛ	tsowɛ	ts o w ɛ	ts o w ɛ	1289.0	1289	BLACK			
10049	Sorowaha	BLACK	asa	asa	a s a	a s a	677.0	627	DARK			
10171	Paumari	BLACK	bara / pororo	bara	b a r a	b a r a	769.0	732	BLACK			
10172	Jarawara	BLACK	soki / hahasa na	hahasa na	h a h a s a + n a	h a h a s a + n a	771.0	735 734	? CAUSATIVE			
10173	Jarawara	BLACK	soki / hahasa na	soki	s o k i	s o k i	770.0	733	BLACK			
10981	Paumari	BLACK	bara / pororo	pororo	p o r o r o	p o r o r o	1057.0	1014	BLACK			
11400	Banawa	BLACK	soki	soki	s o k i	s o k i	770.0	894	BLACK			
11420	Jamamadi	BLACK	soki	soki	s o k i	s o k i	770.0	894	BLACK			
12160	Paumari_1833	BLACK	pururuke	pururuke	p u r u r u k e	p u r u r u k e	1057.0	1014	BLACK			
330	Deni	DIRTY	kiri	kiri	k i r i	k i r i	580.0	567	DIRTY			
944	Jarawara	DIRTY	bisa / tohija	bisa	b i s a	- b i s a	14.0	14	DIRTY			
945	Jarawara	DIRTY	bisa / tohija	tohija	t o h i j a	t o h i j a	392.0	372	DIRTY			
1308	Kulina	DIRTY	oba	oba	o b a	o b a	579.0	566	DIRTY			
1650	Paumari	DIRTY	ɓiiʃa / makamaka	ɓiiʃa	ɓ iː ʃ a	- ɓ iː ʃ a	14.0	14	DIRTY			
10051	Sorowaha	DIRTY	asa / kasiikɨ	asa	a s a	a s a	676.0	627	DARK			
10121	Sorowaha	DIRTY	asa / kasiikɨ	kasiikɨ	k a s iː k ɨ	k a s iː k ɨ	743.0	705	DIRTY			
11006	Paumari	DIRTY	ʔbiiʃa / makamaka	makamaka	m a k a m a k a	m a k a m a k a	1015.0	971	DIRTY			
11130	Banawa	DIRTY	bisa	bisa	b i s a	b i s a	14.0	14	DIRTY			
11422	Jamamadi	DIRTY	bisa	bisa	b i s a	b i s a	14.0	14	DIRTY			
343	Deni	FOREHEAD	atha	atha	a t h a	a t h a	210.0	210	FOREHEAD			
969	Jarawara	FOREHEAD	ate	ate	a t e	a t - e	210.0	210	FOREHEAD			ate/ete
1662	Paumari	FOREHEAD	atha	atha	a tʰ a	a tʰ  a	210.0	210	FOREHEAD			
1862	Sorowaha	FOREHEAD	ata	ata	a t a	a t - a	210.0	210	FOREHEAD			
11388	Banawa	FOREHEAD	ate	ate	a t e	a t e	210.0	210	FOREHEAD			ate/ete
11423	Jamamadi	FOREHEAD	ate	ate	a t e	a t e	210.0	210	FOREHEAD			ate/ete
12260	Kulina	FOREHEAD	wasʰari	wasʰari	w a sʰ a r i	w a sʰ a r i	1574.0	1555	FOREHEAD			
346	Deni	FRUIT	bunu	bunu	b u n u	b u n u	34.0	34	FRUIT			
971	Jarawara	FRUIT	boni	boni	b o n i	b o n i	34.0	34	FRUIT			boni/bono
1329	Kulina	FRUIT	bono	bono	b o n o	b o n o	34.0	34	FRUIT			
1663	Paumari	FRUIT	bono / dororo	bono	b o n o	b o n o	34.0	34	FRUIT			
5011	Sorowaha	FRUIT	midʒiɾi	midʒiɾi	m i dʒ i ɾ i	m i dʒ i ɾ i	1263.0	1263	FRUIT			
10994	Paumari	FRUIT	bono / dororo	dororo	ɗ o r o r o	ɗ o r o r o	1020.0	976	FRUIT			
11172	Banawa	FRUIT	hadi	hadi	h a d i	h a d i	1159.0	1125	FRUIT			
11766	Jamamadi	FRUIT	boni	boni	b o n i	b o n i	34.0	34	FRUIT			boni/bono
356	Deni	HARD	khara	khara	kʰ a r a	kʰ a r a	278.0	278	HARD			
1342	Kulina	HARD	kʰaɾa	kʰaɾa	kʰ a ɾ a	kʰ a ɾ a	278.0	278	HARD			
1666	Paumari	HARD	kaara	kaara	k aː r a	k aː r a	278.0	278	HARD			
11192	Banawa	HARD	kita	kita	k i t a	k i t a	278.0	278	HARD			
11194	Jarawara	HARD	kita	kita	k i t a	k i t a	278.0	278	HARD			
11524	Jamamadi	HARD	kita	kita	k i t a	k i t a	278.0	278	HARD			
12212	Sorowaha	HARD	hisa	hisa	h i s a	h i s a	278.0	278	HARD			
398	Deni	NIGHT	dzume	dzume	dz u m e	dz u m e	589.0	575	NIGHT			
1026	Jarawara	NIGHT	jama	jama	j a m a	j a m a	589.0	575	NIGHT			
10272	Paumari	NIGHT	dʒoma	dʒoma	dʒ o m a	dʒ o m a	589.0	575	NIGHT			
10273	Kulina	NIGHT	zome	zome	z o m e	z o m e	589.0	575	NIGHT			
11382	Banawa	NIGHT	jama	jama	j a m a	j a m a	589.0	575	NIGHT			
11835	Paumari_1833	NIGHT	dʒuma	dʒuma	dʒ u m a	dʒ u m a	589.0	575	NIGHT			
11838	Sorowaha	NIGHT	bana	bana	b a n a	b a n a	1405.0	1376	NIGHT			
